92972,28997
93627,28997
93627,30158
94037,30158
94037,31293
94496,31293
94496,32429
94947,32429
94947,33493
95601,33493
95601,34724
95792,34724
95792,35890
96162,35890
96162,37228
95912,37228
95912,38335
96462,38335
96462,39507
96780,39507
96780,40595
97543,40595
97543,41916
97104,41916
97104,43143
97075,43143
97075,44241
98041,44241
98041,45525
97482,45525
97482,46742
97402,46742
97402,47937
97630,47937
97630,49138
97978,49138
97978,50350
